dbname,db_username,qrytext,num_queries,min_minutes,max_minutes,avg_minutes,total_minutes,total_compile_minutes,total_num_compile_segments,min_disk_spill_mb,max_disk_spill_mb,avg_disk_spill_mb,total_disk_spill_mb,max_query_id,last_run,num_days_executed,total_aborted,qry_label,avg_spectrum_object_used,avg_federated_object_used,user_table_involved,alert
prd_dw,data_admin,INSERT INTO prd_dw.analytics.firehose_v3_enriched_sampled_fast ( SELECT * FROM prd_dw.analytics.firehose_v3_enriched WHERE (user_id != 0 AND abs(fnv_hash(user_id)) % 100 < 8) OR (user_id = 0 AND abs(fnv_hash(event_id_hash)) % 100 < 8) and event_date_id between '2025-02-27'::date and '2025-03-05'::date ),1,449.46666,449.46666,449.46666,449.46666,0.62750,2,8469696,8469696,8469696,8469696,1784597,2025-03-05,1,1,default,0,0,,
prd_dw,data_admin,"create table prd_dw.stage.udm_visitors_delta_rows sortkey ( evaluation_date ) distkey ( user_id ) as with dates as (select dd.date_id, min(date_id) over ( partition by year,quarter) quarter_start, max(date_id) over ( partition by year,quarter) quarter_end, date_id - (case when day_of_week > 1 then day_of_week - 2 else 6 end) as WTD, date_trunc('month', date_id)::date as MTD, date_add('month', -1, date_trunc('month', date_id))::date as prev_month_start, date_add('month', -1, date_trunc('month', q",2,239.43333,320.26666,279.84999,559.69999,0.00183,2,13855078,13865496,13860287,27720574,1861222,2025-03-06,2,0,default,0,0,,NL Dist
prd_dw,data_admin,"INSERT INTO prd_dw.fact.engagement_cohorts ( user_id ,first_cutting_machine_registration_month_start_date ,first_day_of_evaluation_month ,user_age_in_months ,days_cut_lifetime ,days_cut_this_month ,t1 ,t2 ,t3 ,t4 ,t5 ,t6 ,t7 ,t8 ,t9 ,t10 ,t11 ,t12 ,projected_months_cut ,monthly_classification ,prev_monthly_classification ,prev_days_cut_this_month ,monthly_classification_desc ,prev_monthly_classification_desc ,dw_load_date ) WITH reg_data AS ( SELECT mr.user_id , DATE_TRUNC('month', MIN(mr.regist",1,264.33333,264.33333,264.33333,264.33333,0.09766,13,1145752,1145752,1145752,1145752,1733484,2025-03-04,1,0,default,0,0,,Sortkey NL Broacast
prd_dw,data_admin,"CREATE TABLE prd_dw.stage.udm_cuts_user_dates_populate_v2 distkey ( user_id ) sortkey (date_id) as select u.user_id, dd.date_id, date_id - (case when day_of_week > 1 then day_of_week - 2 else 6 end) as WTD, date_trunc('month', date_id)::date as MTD, min(date_id) over (partition by year_quarter_num ) QTD, min(date_id) over ( partition by year,quarter) quarter_start, max(date_id) over ( partition by year,quarter) quarter_end, date_add('month', -1, date_trunc('month', date_id))::date as prev_month_",1,214.16666,214.16666,214.16666,214.16666,0.00000,0,4451264,4451264,4451264,4451264,1540107,2025-02-27,1,0,default,0,0,,Dist
prd_dw,data_admin,"INSERT INTO prd_dw.stage.tbl_transform_project_fix_is_deleted ( dw_load_date , project_id , canvas_id , canvas_uuid , user_id , project_name , description , source_project_id , source_project_canvas_id , source_project_canvas_uuid , parent_project_id , parent_project_canvas_id , parent_project_canvas_uuid , type , created_date , modified_date , released_on , reviewed_on , published_on , is_deleted , deletion_type , is_excluded_from_search , is_published , is_promoted , additional_resources , cat",1,213.25000,213.25000,213.25000,213.25000,0.63366,5,2165454,2165454,2165454,2165454,1536298,2025-02-27,1,0,default,0,0,,
prd_dw,data_admin,"create table prd_dw.stage.udm_visitors_delta_users_session_count sortkey (event_date_id) distkey ( user_id ) as select v2.event_date_id, v2.user_id, (case when v2.client_source = 'FOUNDATION' then 'Android' when v2.client_source = 'ARTEMIS' then 'IOS' when v2.client_source = 'VALENTINE' then 'IOS' when v2.client_source = 'KRYPTON' then 'Android' when v2.client_source = 'KEPLER' then 'Desktop' when v2.client_source = 'GLIESE' then 'IOS' when v2.client_source = 'BAYMAX' then 'Android' when v2.clie",8,189.80000,244.88333,210.78749,1686.29998,0.00000,0,214054,243351,224816,1798533,1852716,2025-03-06,8,0,default,0,0,,
prd_dw,data_admin,"CREATE TABLE prd_dw.stage.stage_content_usage_base sortkey(cut_session_start_date) AS ( SELECT cut.user_id , project_cut_session_start_date::DATE cut_session_start_date , DATE_TRUNC('month', project_cut_session_start_date::DATE)::DATE AS first_day_of_month , cut.image_id , cut.project_cut_derived_session_id cut_session_id , cut.project_id , cut.canvas_id , cut.path_type , project_type.project_type , cut.font_name , di.shape_type , di.is_printable , di.is_a_smart_object , case when cut.image_id<0",1,210.70000,210.70000,210.70000,210.70000,0.00000,0,1168677,1168677,1168677,1168677,1513753,2025-02-27,1,0,default,0,0,,Sortkey NL Dist Stats
prd_dw,data_admin,"CREATE TABLE prd_dw.stage.udm_cuts_user_dates_populate_v2 distkey ( user_id ) sortkey (date_id) as select u.user_id, dd.date_id, date_id - (case when day_of_week > 1 then day_of_week - 2 else 6 end) as WTD, date_trunc('month', date_id)::date as MTD, min(date_id) over (partition by year_quarter_num ) QTD, min(date_id) over ( partition by year,quarter) quarter_start, max(date_id) over ( partition by year,quarter) quarter_end, date_add('month', -1, date_trunc('month', date_id))::date as prev_month_",11,140.50000,241.36666,200.37726,2204.14996,0.00000,0,4434791,4477959,4457915,49037068,1855894,2025-03-06,8,0,default,0,0,,NL
prd_dw,data_admin,"create table prd_dw.stage.udm_visitors_delta_rows sortkey ( evaluation_date ) distkey ( user_id ) as with dates as (select dd.date_id, min(date_id) over ( partition by year,quarter) quarter_start, max(date_id) over ( partition by year,quarter) quarter_end, date_id - (case when day_of_week > 1 then day_of_week - 2 else 6 end) as WTD, date_trunc('month', date_id)::date as MTD, date_add('month', -1, date_trunc('month', date_id))::date as prev_month_start, date_add('month', -1, date_trunc('month', q",6,141.66666,215.26666,177.07777,1062.46664,0.00033,1,11226686,14258715,12243934,73463607,1724231,2025-03-04,6,0,default,0,0,,NL
prd_dw,data_admin,UNLOAD ('SELECT * FROM analytics.pillar5_domo_canvas_to_cut_user_conversion_view') to 's3://prd-domo/prd_dw/analytics/pillar5_domo_canvas_to_cut_user_conversion_view/pillar5_domo_canvas_to_cut_user_conversion_view_' iam_role '' ALLOWOVERWRITE HEADER FORMAT CSV gzip;,7,107.36666,335.16666,175.51190,1228.58330,0.74332,17,1010909,1092713,1042633,7298437,1688719,2025-03-03,5,0,default,0,0,,Stats
prd_dw,data_admin,"CREATE TABLE prd_dw.stage.stage_cut_session_images sortkey(date_id) AS SELECT DISTINCT user_id, Date(cut_session_start_date) AS date_id, mat_id, material_id, image_id, project_id, canvas_id, serial_number, client, device_id, tool_name tool_id, font_name, path_type, CASE WHEN path_type IN ('CRICUTFONT', 'SYSTEM_FONT', 'CRICUT_FONT') THEN 'FONT' ELSE 'IMAGE' END AS project_type, layer_output_type, cut_session_id project_cut_derived_session_id, cut_session_start_date project_cut_session_start_date,",6,141.43333,219.18333,175.21944,1051.31665,0.00000,0,3920601,3937723,3929274,23575644,1802739,2025-03-05,6,0,default,0,0,,
prd_dw,data_admin,"create table prd_dw.fact.udm_project_cuts_v2_stage distkey ( user_id ) sortkey (evaluation_date) as select u.user_id , u.date_id evaluation_date, case when project_cuts_today > 0 then true else false end user_made_cut_today , (case when sum( project_cuts_today ) over (partition by u.user_id order by u.date_id asc ROWS BETWEEN 89 PRECEDING AND CURRENT ROW) >0 then true else false end ) user_made_cut_last_90, (case when sum( project_cuts_today ) over (partition by u.user_id order by u.date_id asc ",12,118.90000,240.85000,172.33888,2068.06664,0.00000,0,9468976,9590171,9551958,114623496,1865533,2025-03-06,8,0,default,0,0,,
prd_dw,data_admin,"INSERT INTO prd_dw.fact.cut_session_image ( user_id, date_id, mat_id, material_id, image_id, project_id, serial_number, client, device_id, tool_id, font_name, path_type, layer_output_type, project_cut_derived_session_id, project_cut_session_start_date, project_cut_session_end_date ) SELECT DISTINCT user_id, Date(cut_session_start_date) AS date_id, mat_id, material_id, image_id, project_id, serial_number, client, device_id, tool_name tool_id, font_name, path_type, layer_output_type, cut_session_i",10,117.71666,202.31666,152.99832,1529.98328,0.10133,1,3706696,3732694,3721594,37215949,1845837,2025-03-06,8,0,default,0,0,,
prd_dw,data_admin,"INSERT INTO prd_dw.stage.tbl_transform_image_metrics_with_cuts ( event_date_id , user_id , client_source , app_open_flag , home_app_open_flag , inspire_app_open_flag , cricut_home_bookmarks , cricut_destination_bookmarks , cricut_inspire_bookmarks , cricut_all_bookmarks , cricut_home_idps , cricut_destination_idps , cricut_inspire_idps , cricut_all_idps , cricut_inserts , cricut_inspire_inserts , cricut_cuts , private_cuts , cricut_inspire_cuts , cricut_all_cuts , dw_load_date ) (WITH ns AS (SEL",1,144.48333,144.48333,144.48333,144.48333,0.00000,0,0,0,0,0,1535569,2025-02-27,1,0,default,0,0,,Sortkey Broacast
prd_dw,data_admin,UNLOAD ('SELECT * FROM analytics.pillar5_domo_canvas_to_cut_user_conversion_view') to 's3://prd-domo/dw/analytics/pillar5_domo_canvas_to_cut_user_conversion_view/pillar5_domo_canvas_to_cut_user_conversion_view_' iam_role '' ALLOWOVERWRITE HEADER FORMAT CSV gzip;,5,107.98333,171.21666,143.20333,716.01665,0.00150,1,859335,1072188,1016938,5084692,1795573,2025-03-05,2,0,default,0,0,,Stats
prd_dw,data_admin,"INSERT INTO prd_dw.fact.udm_registrations SELECT current_date dw_load_date, ud.user_id, NULL, NULL, ud.evaluation_date, first_value(first_machine_registration_date) ignore NULLS OVER (PARTITION BY ud.user_id ORDER BY ud.evaluation_date ASC ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW ) first_machine_registration_date, first_value(first_machine_serial_number) ignore NULLS OVER (PARTITION BY ud.user_id ORDER BY ud.evaluation_date ASC ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) first_mach",8,111.46666,189.60000,135.76458,1086.11664,0.00000,0,6938821,7036547,6997270,55978163,1842867,2025-03-06,8,0,default,0,0,,Stats
prd_dw,data_admin,"create table prd_dw.stage.impacted_sessions_data distkey ( user_id) sortkey (cut_session_start_date) as select b.*, a.* from prd_dw.fact.cut_session_master a inner join prd_dw.stage.impacted_sessions b on a.cut_session_id = b.session_id;",2,0.40000,270.41666,135.40833,270.81666,0.00000,0,0,0,0,0,1518691,2025-02-27,1,1,default,0,0,,
prd_dw,data_admin,"INSERT INTO prd_dw.public.tbl_transform_project_metrics_with_cuts ( event_date_id, user_id, client_source, app_open_flag, home_app_open_flag, inspire_app_open_flag, community_home_bookmarks, community_destination_bookmarks, community_inspire_bookmarks, community_bookmarks, cricut_home_bookmarks, cricut_destination_bookmarks, cricut_inspire_bookmarks, cricut_bookmarks, all_home_bookmarks, all_destination_bookmarks, all_inspire_bookmarks, all_bookmarks, community_home_pdps, community_destination_p",1,133.40000,133.40000,133.40000,133.40000,0.00000,0,978,978,978,978,1536767,2025-02-27,1,0,default,0,0,,Dist
prd_dw,data_admin,"INSERT INTO prd_dw.fact.engagement_cohorts ( user_id ,first_cutting_machine_registration_month_start_date ,first_day_of_evaluation_month ,user_age_in_months ,days_cut_lifetime ,days_cut_this_month ,t1 ,t2 ,t3 ,t4 ,t5 ,t6 ,t7 ,t8 ,t9 ,t10 ,t11 ,t12 ,projected_months_cut ,monthly_classification ,prev_monthly_classification ,prev_days_cut_this_month ,monthly_classification_desc ,prev_monthly_classification_desc ,dw_load_date ) WITH reg_data AS ( SELECT mr.user_id , DATE_TRUNC('month', MIN(mr.regist",1,125.10000,125.10000,125.10000,125.10000,0.00000,0,1198179,1198179,1198179,1198179,1745872,2025-03-04,1,0,default,0,0,,Sortkey NL Broacast
prd_dw,data_admin,"INSERT INTO prd_dw.public.tbl_transform_project_metrics_with_cuts ( event_date_id, user_id, client_source, app_open_flag, home_app_open_flag, inspire_app_open_flag, community_home_bookmarks, community_destination_bookmarks, community_inspire_bookmarks, community_bookmarks, cricut_home_bookmarks, cricut_destination_bookmarks, cricut_inspire_bookmarks, cricut_bookmarks, all_home_bookmarks, all_destination_bookmarks, all_inspire_bookmarks, all_bookmarks, community_home_pdps, community_destination_p",1,124.08333,124.08333,124.08333,124.08333,0.00000,0,11564,11564,11564,11564,1741280,2025-03-04,1,0,default,0,0,,Sortkey Deletes Broacast
prd_dw,data_admin,"INSERT INTO prd_dw.stage.tbl_transform_active_users_split_counts_cube_daily ( dw_load_date , event_date_id , cohort , subscription_status , client_source , user_tenure , cube_group_id , active_users , active_sessions ) (SELECT current_timestamp, f.event_date_id, COALESCE(udpa.monthly_classification, 'Unclassified') AS cohort, COALESCE(c.subscription_status, 'not subscribed') AS subscription_status, f.client_source AS client_source, COALESCE(udpa.user_tenure, 'unk') AS user_tenure, GROUPING( COAL",1,116.38333,116.38333,116.38333,116.38333,0.00000,0,695720,695720,695720,695720,1867248,2025-03-06,1,0,default,0,0,,Stats
prd_dw,data_admin,"INSERT INTO prd_dw.stage.tbl_transform_active_users_split_counts_cube_daily ( dw_load_date , event_date_id , cohort , subscription_status , client_source , user_tenure , cube_group_id , active_users , active_sessions ) (SELECT current_timestamp, f.event_date_id, COALESCE(udpa.monthly_classification, 'Unclassified') AS cohort, COALESCE(c.subscription_status, 'not subscribed') AS subscription_status, f.client_source AS client_source, COALESCE(udpa.user_tenure, 'unk') AS user_tenure, GROUPING( COAL",2,103.81666,123.83333,113.82499,227.64999,0.00000,0,723895,755723,739809,1479618,1862541,2025-03-06,2,0,default,0,0,,Stats
prd_dw,data_admin,"INSERT INTO prd_dw.stage.tbl_transform_active_users_split_counts_cube_daily ( dw_load_date , event_date_id , cohort , subscription_status , client_source , user_tenure , cube_group_id , active_users , active_sessions ) (SELECT current_timestamp, f.event_date_id, COALESCE(udpa.monthly_classification, 'Unclassified') AS cohort, COALESCE(c.subscription_status, 'not subscribed') AS subscription_status, f.client_source AS client_source, COALESCE(udpa.user_tenure, 'unk') AS user_tenure, GROUPING( COAL",2,105.03333,113.31666,109.17499,218.34999,0.00000,0,584436,655339,619887,1239775,1857547,2025-03-06,2,0,default,0,0,,Stats
prd_dw,data_admin,"INSERT INTO prd_dw.stage.tbl_transform_active_users_split_counts_cube_daily ( dw_load_date , event_date_id , cohort , subscription_status , client_source , user_tenure , cube_group_id , active_users , active_sessions ) (SELECT current_timestamp, f.event_date_id, COALESCE(udpa.monthly_classification, 'Unclassified') AS cohort, COALESCE(c.subscription_status, 'not subscribed') AS subscription_status, f.client_source AS client_source, COALESCE(udpa.user_tenure, 'unk') AS user_tenure, GROUPING( COAL",2,103.98333,114.01666,108.99999,217.99999,0.00000,0,680275,683929,682102,1364204,1852102,2025-03-06,2,0,default,0,0,,Stats
prd_dw,data_admin,"INSERT INTO prd_dw.stage.tbl_transform_image_metrics_with_cuts ( event_date_id , user_id , client_source , app_open_flag , home_app_open_flag , inspire_app_open_flag , cricut_home_bookmarks , cricut_destination_bookmarks , cricut_inspire_bookmarks , cricut_all_bookmarks , cricut_home_idps , cricut_destination_idps , cricut_inspire_idps , cricut_all_idps , cricut_inserts , cricut_inspire_inserts , cricut_cuts , private_cuts , cricut_inspire_cuts , cricut_all_cuts , dw_load_date ) (WITH ns AS (SEL",1,107.11666,107.11666,107.11666,107.11666,0.00000,0,50,50,50,50,1743271,2025-03-04,1,0,default,0,0,,NL Broacast
